Song,Artist,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Make Room,Helmet,0X98LFhbqEYiUv4g1Vjppr,0.437,0.573,6.0,-7.939,1.0,0.0309,0.00593,1.21e-05,0.128,0.159,123.964,audio_features,0X98LFhbqEYiUv4g1Vjppr,spotify:track:0X98LFhbqEYiUv4g1Vjppr,https://api.spotify.com/v1/tracks/0X98LFhbqEYiUv4g1Vjppr,https://api.spotify.com/v1/audio-analysis/0X98LFhbqEYiUv4g1Vjppr,351349.0,4.0
Sonando Flaite - Remix,El BAI;Marcianeke;King Savagge;Drakomafia;Victor La Voz,3NIsZEsnGH8fquyngVuomV,0.824,0.828,11.0,-5.04,0.0,0.267,0.193,0.0,0.119,0.707,90.031,audio_features,3NIsZEsnGH8fquyngVuomV,spotify:track:3NIsZEsnGH8fquyngVuomV,https://api.spotify.com/v1/tracks/3NIsZEsnGH8fquyngVuomV,https://api.spotify.com/v1/audio-analysis/3NIsZEsnGH8fquyngVuomV,410500.0,4.0
Jeff Bezos,Joe Zimmerman,67Ntqs6BteXUE6yfZhRRbr,0.379,0.347,6.0,-7.597,1.0,0.0893,0.74,0.0,0.243,0.605,205.005,audio_features,67Ntqs6BteXUE6yfZhRRbr,spotify:track:67Ntqs6BteXUE6yfZhRRbr,https://api.spotify.com/v1/tracks/67Ntqs6BteXUE6yfZhRRbr,https://api.spotify.com/v1/audio-analysis/67Ntqs6BteXUE6yfZhRRbr,38132.0,4.0
Progenies of the Great Apocalypse,Dimmu Borgir,0bKs1y9PTFBddM9qj0JGvb,0.303,0.969,8.0,-2.466,1.0,0.162,9.03e-05,0.844,0.417,0.163,109.384,audio_features,0bKs1y9PTFBddM9qj0JGvb,spotify:track:0bKs1y9PTFBddM9qj0JGvb,https://api.spotify.com/v1/tracks/0bKs1y9PTFBddM9qj0JGvb,https://api.spotify.com/v1/audio-analysis/0bKs1y9PTFBddM9qj0JGvb,186488.0,5.0
Udd Ja Kale Kanwan,Amandeep Singh,5QROqX69Jt5QgS1fhYXUj2,0.101,0.00252,0.0,-46.034,1.0,0.0391,0.994,0.784,0.0928,0.107,68.56,audio_features,5QROqX69Jt5QgS1fhYXUj2,spotify:track:5QROqX69Jt5QgS1fhYXUj2,https://api.spotify.com/v1/tracks/5QROqX69Jt5QgS1fhYXUj2,https://api.spotify.com/v1/audio-analysis/5QROqX69Jt5QgS1fhYXUj2,212000.0,4.0
Dance Macabre,Ghost,1E2WTcYLP1dFe1tiGDwRmT,0.619,0.696,7.0,-6.269,0.0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,audio_features,1E2WTcYLP1dFe1tiGDwRmT,spotify:track:1E2WTcYLP1dFe1tiGDwRmT,https://api.spotify.com/v1/tracks/1E2WTcYLP1dFe1tiGDwRmT,https://api.spotify.com/v1/audio-analysis/1E2WTcYLP1dFe1tiGDwRmT,219720.0,4.0
Reconstrução,Gerson Rufino,6L7edR8ePoAiOEthSAfeBD,0.769,0.718,0.0,-5.809,1.0,0.0241,0.234,0.0,0.168,0.725,105.015,audio_features,6L7edR8ePoAiOEthSAfeBD,spotify:track:6L7edR8ePoAiOEthSAfeBD,https://api.spotify.com/v1/tracks/6L7edR8ePoAiOEthSAfeBD,https://api.spotify.com/v1/audio-analysis/6L7edR8ePoAiOEthSAfeBD,262144.0,4.0
La chanson du petit voilier,Carmen Campagne,4sPaCOzwT4qFhfvgl0Uaax,0.519,0.212,11.0,-13.321,1.0,0.0277,0.85,0.0,0.133,0.31,99.014,audio_features,4sPaCOzwT4qFhfvgl0Uaax,spotify:track:4sPaCOzwT4qFhfvgl0Uaax,https://api.spotify.com/v1/tracks/4sPaCOzwT4qFhfvgl0Uaax,https://api.spotify.com/v1/audio-analysis/4sPaCOzwT4qFhfvgl0Uaax,279893.0,4.0
Snow,Fabrizio Paterlini,5EDLYLzDy7O7WQdBYM5udQ,0.276,0.259,2.0,-17.332,0.0,0.034,0.987,0.866,0.102,0.416,180.901,audio_features,5EDLYLzDy7O7WQdBYM5udQ,spotify:track:5EDLYLzDy7O7WQdBYM5udQ,https://api.spotify.com/v1/tracks/5EDLYLzDy7O7WQdBYM5udQ,https://api.spotify.com/v1/audio-analysis/5EDLYLzDy7O7WQdBYM5udQ,158036.0,3.0
Sowkkiyama,Kadri Gopalnath;Nithyasree,2XU5aiBsuXekPvn13J8eYp,0.587,0.423,5.0,-12.953,0.0,0.0355,0.864,0.897,0.322,0.724,105.011,audio_features,2XU5aiBsuXekPvn13J8eYp,spotify:track:2XU5aiBsuXekPvn13J8eYp,https://api.spotify.com/v1/tracks/2XU5aiBsuXekPvn13J8eYp,https://api.spotify.com/v1/audio-analysis/2XU5aiBsuXekPvn13J8eYp,446587.0,4.0
Brown Eyed Girl,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7.0,-10.964,1.0,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307.0,4.0
Grande é o Senhor - Ao Vivo,Nívea Soares,2mYzwAhfjxNkUu6pJvZyCJ,0.348,0.511,2.0,-9.779,1.0,0.0363,0.0304,0.0,0.919,0.16,148.034,audio_features,2mYzwAhfjxNkUu6pJvZyCJ,spotify:track:2mYzwAhfjxNkUu6pJvZyCJ,https://api.spotify.com/v1/tracks/2mYzwAhfjxNkUu6pJvZyCJ,https://api.spotify.com/v1/audio-analysis/2mYzwAhfjxNkUu6pJvZyCJ,413312.0,3.0
Skitsamma,Allyawan,73jRk0nbI9lOwYEvccZLcK,0.568,0.571,2.0,-10.641,1.0,0.0319,0.00103,0.000116,0.12,0.897,120.003,audio_features,73jRk0nbI9lOwYEvccZLcK,spotify:track:73jRk0nbI9lOwYEvccZLcK,https://api.spotify.com/v1/tracks/73jRk0nbI9lOwYEvccZLcK,https://api.spotify.com/v1/audio-analysis/73jRk0nbI9lOwYEvccZLcK,302440.0,4.0
El Bulla,Machuca,2exLtgn8Q3QZFXrMIzXHM8,0.841,0.549,8.0,-7.721,1.0,0.0373,0.191,0.0,0.0952,0.887,109.523,audio_features,2exLtgn8Q3QZFXrMIzXHM8,spotify:track:2exLtgn8Q3QZFXrMIzXHM8,https://api.spotify.com/v1/tracks/2exLtgn8Q3QZFXrMIzXHM8,https://api.spotify.com/v1/audio-analysis/2exLtgn8Q3QZFXrMIzXHM8,204800.0,3.0
Better Off (Dying),Lil Peep,7bdYxWPCs46dQ0XLwySOyv,0.708,0.322,8.0,-12.46,0.0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,audio_features,7bdYxWPCs46dQ0XLwySOyv,spotify:track:7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/tracks/7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/audio-analysis/7bdYxWPCs46dQ0XLwySOyv,193947.0,4.0
Por um Monte de Cerveja,Celso Blues Boy,3wkzTnvK7AZX0oEB7LrvUJ,0.613,0.878,4.0,-5.731,1.0,0.0313,0.00777,9.2e-05,0.168,0.902,129.991,audio_features,3wkzTnvK7AZX0oEB7LrvUJ,spotify:track:3wkzTnvK7AZX0oEB7LrvUJ,https://api.spotify.com/v1/tracks/3wkzTnvK7AZX0oEB7LrvUJ,https://api.spotify.com/v1/audio-analysis/3wkzTnvK7AZX0oEB7LrvUJ,232699.0,4.0
"Sonata for Piano and Violin in E Minor, K. 304: II. Tempo di minuetto",Wolfgang Amadeus Mozart;Hilary Hahn;Natalie Zhu,5PuX2GQai2jADwE4begkfJ,0.349,0.119,4.0,-21.166,1.0,0.0403,0.966,0.0959,0.109,0.26,113.048,audio_features,5PuX2GQai2jADwE4begkfJ,spotify:track:5PuX2GQai2jADwE4begkfJ,https://api.spotify.com/v1/tracks/5PuX2GQai2jADwE4begkfJ,https://api.spotify.com/v1/audio-analysis/5PuX2GQai2jADwE4begkfJ,337587.0,3.0
Energia Surreal - Acústica,Thiaguinho,6liKLBAIOXGFuKONLG3PIs,0.57,0.368,6.0,-7.521,1.0,0.0802,0.356,0.0,0.0976,0.598,64.097,audio_features,6liKLBAIOXGFuKONLG3PIs,spotify:track:6liKLBAIOXGFuKONLG3PIs,https://api.spotify.com/v1/tracks/6liKLBAIOXGFuKONLG3PIs,https://api.spotify.com/v1/audio-analysis/6liKLBAIOXGFuKONLG3PIs,177481.0,4.0
Cold-Steel Kiss,Soilent Green,470RssVGyr23eLtDGXhSIy,0.23,0.947,1.0,-6.995,1.0,0.127,0.00136,0.924,0.282,0.332,93.948,audio_features,470RssVGyr23eLtDGXhSIy,spotify:track:470RssVGyr23eLtDGXhSIy,https://api.spotify.com/v1/tracks/470RssVGyr23eLtDGXhSIy,https://api.spotify.com/v1/audio-analysis/470RssVGyr23eLtDGXhSIy,217600.0,4.0
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,2JUQ7mV1AHk2owXLydmN4Z,0.711,0.605,6.0,-9.801,0.0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,audio_features,2JUQ7mV1AHk2owXLydmN4Z,spotify:track:2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/tracks/2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/audio-analysis/2JUQ7mV1AHk2owXLydmN4Z,307014.0,4.0
The Grabbing Hand,Iliza Shlesinger,2l04PBenOBbAfMLeIqNZDg,0.683,0.909,1.0,-6.075,1.0,0.924,0.772,0.0,0.764,0.385,102.977,audio_features,2l04PBenOBbAfMLeIqNZDg,spotify:track:2l04PBenOBbAfMLeIqNZDg,https://api.spotify.com/v1/tracks/2l04PBenOBbAfMLeIqNZDg,https://api.spotify.com/v1/audio-analysis/2l04PBenOBbAfMLeIqNZDg,399550.0,4.0
"Movement, No. 2",Alireza Mashayekhi;National Symphony Orchestra of Ukraine;Farimah Ghavamsadri,5gLQLy5YLBw9oyZOMtEt2j,0.496,0.656,2.0,-3.569,0.0,0.0372,0.154,0.629,0.229,0.737,130.92,audio_features,5gLQLy5YLBw9oyZOMtEt2j,spotify:track:5gLQLy5YLBw9oyZOMtEt2j,https://api.spotify.com/v1/tracks/5gLQLy5YLBw9oyZOMtEt2j,https://api.spotify.com/v1/audio-analysis/5gLQLy5YLBw9oyZOMtEt2j,79333.0,4.0
Fuego,DJ Snake;Sean Paul;Anitta;Tainy,660eekzsNZ7sdATvfIsAkR,0.819,0.859,8.0,-6.264,1.0,0.224,0.0244,0.0,0.0916,0.612,104.906,audio_features,660eekzsNZ7sdATvfIsAkR,spotify:track:660eekzsNZ7sdATvfIsAkR,https://api.spotify.com/v1/tracks/660eekzsNZ7sdATvfIsAkR,https://api.spotify.com/v1/audio-analysis/660eekzsNZ7sdATvfIsAkR,195429.0,4.0
Buscando Razón,Hermetica,6ktfvSd9cnC9ZQv7bnif1B,0.465,0.708,2.0,-10.568,1.0,0.0286,0.000239,7.57e-06,0.0872,0.685,97.28,audio_features,6ktfvSd9cnC9ZQv7bnif1B,spotify:track:6ktfvSd9cnC9ZQv7bnif1B,https://api.spotify.com/v1/tracks/6ktfvSd9cnC9ZQv7bnif1B,https://api.spotify.com/v1/audio-analysis/6ktfvSd9cnC9ZQv7bnif1B,221200.0,4.0
The Sun Can't Compare - Long Version,Larry Heard;Mr White,50TVKYY0LRQAqKI8EfBqzC,0.803,0.654,0.0,-10.071,1.0,0.0468,0.00349,0.733,0.0859,0.435,128.007,audio_features,50TVKYY0LRQAqKI8EfBqzC,spotify:track:50TVKYY0LRQAqKI8EfBqzC,https://api.spotify.com/v1/tracks/50TVKYY0LRQAqKI8EfBqzC,https://api.spotify.com/v1/audio-analysis/50TVKYY0LRQAqKI8EfBqzC,467333.0,4.0
Moment In The Sun,Sunflower Bean,3srgB1L9XfePDOIY4DrN2K,0.687,0.63,2.0,-5.13,1.0,0.031,0.0576,0.0,0.257,0.548,115.986,audio_features,3srgB1L9XfePDOIY4DrN2K,spotify:track:3srgB1L9XfePDOIY4DrN2K,https://api.spotify.com/v1/tracks/3srgB1L9XfePDOIY4DrN2K,https://api.spotify.com/v1/audio-analysis/3srgB1L9XfePDOIY4DrN2K,189635.0,4.0
Deus de Milagres - Ao Vivo,Diante do Trono,7GXGxQfT7SSYu2eSduDlIt,0.31,0.386,9.0,-8.984,1.0,0.0283,0.714,0.0,0.962,0.137,128.91,audio_features,7GXGxQfT7SSYu2eSduDlIt,spotify:track:7GXGxQfT7SSYu2eSduDlIt,https://api.spotify.com/v1/tracks/7GXGxQfT7SSYu2eSduDlIt,https://api.spotify.com/v1/audio-analysis/7GXGxQfT7SSYu2eSduDlIt,394040.0,4.0
Joy To The World - Remastered 1999,Nat King Cole,4ZYtHKx0zNz0ZcDoptQBRv,0.553,0.337,10.0,-10.334,1.0,0.0303,0.818,0.0,0.113,0.664,102.213,audio_features,4ZYtHKx0zNz0ZcDoptQBRv,spotify:track:4ZYtHKx0zNz0ZcDoptQBRv,https://api.spotify.com/v1/tracks/4ZYtHKx0zNz0ZcDoptQBRv,https://api.spotify.com/v1/audio-analysis/4ZYtHKx0zNz0ZcDoptQBRv,84987.0,4.0
Your Smile - The Viper Remix - Cd Version,Mental Theo;Charly Lownoise,6AryHqc9cPZ14Aunbk8ZBw,0.536,0.979,8.0,-4.54,1.0,0.0881,0.341,6.07e-05,0.0835,0.22,172.968,audio_features,6AryHqc9cPZ14Aunbk8ZBw,spotify:track:6AryHqc9cPZ14Aunbk8ZBw,https://api.spotify.com/v1/tracks/6AryHqc9cPZ14Aunbk8ZBw,https://api.spotify.com/v1/audio-analysis/6AryHqc9cPZ14Aunbk8ZBw,215192.0,4.0
Take It Out On Me,Thousand Foot Krutch,1RXoCep9hxApPfx8UFsGZk,0.465,0.813,7.0,-4.321,1.0,0.0841,0.00281,0.0,0.0464,0.614,148.029,audio_features,1RXoCep9hxApPfx8UFsGZk,spotify:track:1RXoCep9hxApPfx8UFsGZk,https://api.spotify.com/v1/tracks/1RXoCep9hxApPfx8UFsGZk,https://api.spotify.com/v1/audio-analysis/1RXoCep9hxApPfx8UFsGZk,197373.0,4.0
Embers,Ocoeur,6RjTKFwiZfTrkBJXmCiNym,0.262,0.00716,7.0,-32.288,0.0,0.0382,0.996,0.919,0.111,0.265,160.852,audio_features,6RjTKFwiZfTrkBJXmCiNym,spotify:track:6RjTKFwiZfTrkBJXmCiNym,https://api.spotify.com/v1/tracks/6RjTKFwiZfTrkBJXmCiNym,https://api.spotify.com/v1/audio-analysis/6RjTKFwiZfTrkBJXmCiNym,157000.0,3.0
Gunny,Dale Howard,3nitglQHOlSpNpSV3R0XLG,0.732,0.915,10.0,-6.853,0.0,0.0651,0.00697,0.0207,0.077,0.725,125.012,audio_features,3nitglQHOlSpNpSV3R0XLG,spotify:track:3nitglQHOlSpNpSV3R0XLG,https://api.spotify.com/v1/tracks/3nitglQHOlSpNpSV3R0XLG,https://api.spotify.com/v1/audio-analysis/3nitglQHOlSpNpSV3R0XLG,200740.0,4.0
Sobrio,Maluma,6hV6EpITzeBa1mzq5tvqpj,0.751,0.665,5.0,-5.156,0.0,0.0432,0.5,0.0,0.0801,0.766,118.011,audio_features,6hV6EpITzeBa1mzq5tvqpj,spotify:track:6hV6EpITzeBa1mzq5tvqpj,https://api.spotify.com/v1/tracks/6hV6EpITzeBa1mzq5tvqpj,https://api.spotify.com/v1/audio-analysis/6hV6EpITzeBa1mzq5tvqpj,242333.0,4.0
Down the Road,The Doc Watson Family,6MtMtPt2Lwuc3KluFIkYhC,0.574,0.654,7.0,-10.598,1.0,0.0292,0.914,0.244,0.306,0.76,125.24,audio_features,6MtMtPt2Lwuc3KluFIkYhC,spotify:track:6MtMtPt2Lwuc3KluFIkYhC,https://api.spotify.com/v1/tracks/6MtMtPt2Lwuc3KluFIkYhC,https://api.spotify.com/v1/audio-analysis/6MtMtPt2Lwuc3KluFIkYhC,101933.0,4.0
Until I Found You - Piano Version,Stephen Sanchez,0T5iIrXA4p5GsubkhuBIKV,0.539,0.508,10.0,-6.05,1.0,0.0288,0.727,0.0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720.0,3.0
Zeige Mir Den Weg,Belle,5NJ1uk2d7eTP5JHIrZPTBM,0.278,0.0205,10.0,-30.295,1.0,0.0507,0.982,0.962,0.11,0.125,67.605,audio_features,5NJ1uk2d7eTP5JHIrZPTBM,spotify:track:5NJ1uk2d7eTP5JHIrZPTBM,https://api.spotify.com/v1/tracks/5NJ1uk2d7eTP5JHIrZPTBM,https://api.spotify.com/v1/audio-analysis/5NJ1uk2d7eTP5JHIrZPTBM,110270.0,3.0
Tongue,Maribou State;Holly Walker,1dyJpJgwj2BqdwBU8Jo804,0.549,0.521,10.0,-10.181,0.0,0.0877,0.512,0.00449,0.0962,0.145,115.065,audio_features,1dyJpJgwj2BqdwBU8Jo804,spotify:track:1dyJpJgwj2BqdwBU8Jo804,https://api.spotify.com/v1/tracks/1dyJpJgwj2BqdwBU8Jo804,https://api.spotify.com/v1/audio-analysis/1dyJpJgwj2BqdwBU8Jo804,304826.0,4.0
Luna,Abandoned;GalaxyTones;DNAKM,6iT8cVghfrFncA3G94mmyU,0.528,0.706,11.0,-7.784,0.0,0.0521,0.519,0.0967,0.139,0.245,127.934,audio_features,6iT8cVghfrFncA3G94mmyU,spotify:track:6iT8cVghfrFncA3G94mmyU,https://api.spotify.com/v1/tracks/6iT8cVghfrFncA3G94mmyU,https://api.spotify.com/v1/audio-analysis/6iT8cVghfrFncA3G94mmyU,200625.0,4.0
Blow My Mind - Spanish Remix,Limoblaze;Ada Betsabe;Principal,7K6RK6aNVvcRZPBDoegoWO,0.709,0.594,8.0,-5.642,0.0,0.271,0.367,0.0227,0.0796,0.879,189.916,audio_features,7K6RK6aNVvcRZPBDoegoWO,spotify:track:7K6RK6aNVvcRZPBDoegoWO,https://api.spotify.com/v1/tracks/7K6RK6aNVvcRZPBDoegoWO,https://api.spotify.com/v1/audio-analysis/7K6RK6aNVvcRZPBDoegoWO,187548.0,4.0
Delarna,Tommy Flanagan,2tcVqUcQ4qrzJEr9AXqokl,0.456,0.289,2.0,-14.827,1.0,0.0338,0.726,0.333,0.105,0.363,101.212,audio_features,2tcVqUcQ4qrzJEr9AXqokl,spotify:track:2tcVqUcQ4qrzJEr9AXqokl,https://api.spotify.com/v1/tracks/2tcVqUcQ4qrzJEr9AXqokl,https://api.spotify.com/v1/audio-analysis/2tcVqUcQ4qrzJEr9AXqokl,283053.0,4.0
行走的鱼,LaLa Hsu,5tGyQ1cWTaHBfZSHWr8AZb,0.563,0.563,9.0,-6.451,1.0,0.0328,0.753,0.0,0.0598,0.454,116.016,audio_features,5tGyQ1cWTaHBfZSHWr8AZb,spotify:track:5tGyQ1cWTaHBfZSHWr8AZb,https://api.spotify.com/v1/tracks/5tGyQ1cWTaHBfZSHWr8AZb,https://api.spotify.com/v1/audio-analysis/5tGyQ1cWTaHBfZSHWr8AZb,245172.0,4.0
Save Yourself,ONE OK ROCK,5D5fiDX8MhK3lfHJmZZmpt,0.503,0.849,5.0,-2.709,1.0,0.0615,0.00428,0.0,0.0667,0.762,165.096,audio_features,5D5fiDX8MhK3lfHJmZZmpt,spotify:track:5D5fiDX8MhK3lfHJmZZmpt,https://api.spotify.com/v1/tracks/5D5fiDX8MhK3lfHJmZZmpt,https://api.spotify.com/v1/audio-analysis/5D5fiDX8MhK3lfHJmZZmpt,197995.0,4.0
Give me a Shake,MAX,3Hu3EPU5S3ftac3ulsEw7d,0.718,0.663,9.0,-7.499,1.0,0.0956,0.0114,0.00173,0.317,0.532,101.004,audio_features,3Hu3EPU5S3ftac3ulsEw7d,spotify:track:3Hu3EPU5S3ftac3ulsEw7d,https://api.spotify.com/v1/tracks/3Hu3EPU5S3ftac3ulsEw7d,https://api.spotify.com/v1/audio-analysis/3Hu3EPU5S3ftac3ulsEw7d,211876.0,4.0
Despacito - Remix,Luis Fonsi;Daddy Yankee;Justin Bieber,5aPZ8WDKgtij3zbknGFnhC,0.819,0.884,11.0,-3.52,0.0,0.0868,0.358,0.0,0.0778,0.621,97.072,audio_features,5aPZ8WDKgtij3zbknGFnhC,spotify:track:5aPZ8WDKgtij3zbknGFnhC,https://api.spotify.com/v1/tracks/5aPZ8WDKgtij3zbknGFnhC,https://api.spotify.com/v1/audio-analysis/5aPZ8WDKgtij3zbknGFnhC,205667.0,4.0
On The Moon,Smartface,12A3iqsBa70rozVTjXx4r6,0.7,0.715,1.0,-5.32,0.0,0.045,0.000946,0.0,0.0804,0.116,151.012,audio_features,12A3iqsBa70rozVTjXx4r6,spotify:track:12A3iqsBa70rozVTjXx4r6,https://api.spotify.com/v1/tracks/12A3iqsBa70rozVTjXx4r6,https://api.spotify.com/v1/audio-analysis/12A3iqsBa70rozVTjXx4r6,112446.0,4.0
I Want to Live,Skillet,4Ahphc0UzRSoMpJRHgnGQK,0.452,0.962,11.0,-3.063,0.0,0.0831,0.00901,0.0,0.065,0.566,164.032,audio_features,4Ahphc0UzRSoMpJRHgnGQK,spotify:track:4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/tracks/4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/audio-analysis/4Ahphc0UzRSoMpJRHgnGQK,208827.0,4.0
Heart of the Forest,Dan Gibson's Solitudes,5Ls0NdYY4ejjBRvUD5X6yr,0.469,0.149,1.0,-23.247,1.0,0.0422,0.964,0.189,0.353,0.195,105.337,audio_features,5Ls0NdYY4ejjBRvUD5X6yr,spotify:track:5Ls0NdYY4ejjBRvUD5X6yr,https://api.spotify.com/v1/tracks/5Ls0NdYY4ejjBRvUD5X6yr,https://api.spotify.com/v1/audio-analysis/5Ls0NdYY4ejjBRvUD5X6yr,413383.0,4.0
Lil' Homies,2Pac,6vBMMa2erexusV4XrgXea9,0.897,0.815,10.0,-4.227,0.0,0.212,0.159,0.0,0.0637,0.804,97.6,audio_features,6vBMMa2erexusV4XrgXea9,spotify:track:6vBMMa2erexusV4XrgXea9,https://api.spotify.com/v1/tracks/6vBMMa2erexusV4XrgXea9,https://api.spotify.com/v1/audio-analysis/6vBMMa2erexusV4XrgXea9,223973.0,4.0
但願人長久,Lowell Lo,76RCkooEmdS6U11a0RDPAc,0.563,0.369,2.0,-12.131,0.0,0.0297,0.128,0.0,0.12,0.303,91.991,audio_features,76RCkooEmdS6U11a0RDPAc,spotify:track:76RCkooEmdS6U11a0RDPAc,https://api.spotify.com/v1/tracks/76RCkooEmdS6U11a0RDPAc,https://api.spotify.com/v1/audio-analysis/76RCkooEmdS6U11a0RDPAc,200533.0,4.0
Moments of Static,White Noise for Babies,7koEVIfRdCfD76Xfn2Lwtz,,,,,,,,,,,,,,,,,,
Permanent Changes in Consciousness,Wolves In The Throne Room,1G5TH4XNjghT6K9qiBiMyA,0.103,0.364,5.0,-21.217,1.0,0.0479,0.844,0.923,0.13,0.117,79.371,audio_features,1G5TH4XNjghT6K9qiBiMyA,spotify:track:1G5TH4XNjghT6K9qiBiMyA,https://api.spotify.com/v1/tracks/1G5TH4XNjghT6K9qiBiMyA,https://api.spotify.com/v1/audio-analysis/1G5TH4XNjghT6K9qiBiMyA,114773.0,4.0
Maka Knacker,Nizi19,2SRDaphQu0dT5pOxYJCTHS,0.876,0.323,11.0,-10.539,1.0,0.521,0.222,0.00111,0.108,0.15,132.003,audio_features,2SRDaphQu0dT5pOxYJCTHS,spotify:track:2SRDaphQu0dT5pOxYJCTHS,https://api.spotify.com/v1/tracks/2SRDaphQu0dT5pOxYJCTHS,https://api.spotify.com/v1/audio-analysis/2SRDaphQu0dT5pOxYJCTHS,147500.0,4.0
Tristeza de un Doble A,Astor Piazzolla;Astor Piazzolla Y Su Conjunto 9,7a6AU6iwc5obOgE3qBoVuh,0.288,0.506,6.0,-7.385,0.0,0.0466,0.472,0.228,0.199,0.136,54.33,audio_features,7a6AU6iwc5obOgE3qBoVuh,spotify:track:7a6AU6iwc5obOgE3qBoVuh,https://api.spotify.com/v1/tracks/7a6AU6iwc5obOgE3qBoVuh,https://api.spotify.com/v1/audio-analysis/7a6AU6iwc5obOgE3qBoVuh,433080.0,4.0
Музыка нас связала,Mirage,1NKgCTplbRdGVXzKPtTi3p,0.557,0.736,4.0,-4.75,0.0,0.031,0.19,1.06e-05,0.105,0.477,132.801,audio_features,1NKgCTplbRdGVXzKPtTi3p,spotify:track:1NKgCTplbRdGVXzKPtTi3p,https://api.spotify.com/v1/tracks/1NKgCTplbRdGVXzKPtTi3p,https://api.spotify.com/v1/audio-analysis/1NKgCTplbRdGVXzKPtTi3p,258195.0,4.0
One Little Christmas Tree,Stevie Wonder,1QGJ4tts3Owl4lnOU2bFJQ,0.353,0.354,10.0,-13.448,1.0,0.0575,0.797,0.0,0.582,0.71,90.563,audio_features,1QGJ4tts3Owl4lnOU2bFJQ,spotify:track:1QGJ4tts3Owl4lnOU2bFJQ,https://api.spotify.com/v1/tracks/1QGJ4tts3Owl4lnOU2bFJQ,https://api.spotify.com/v1/audio-analysis/1QGJ4tts3Owl4lnOU2bFJQ,167413.0,4.0
Turn Down for What,DJ Snake;Lil Jon,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014,audio_features,67awxiNHNyjMXhVgsHuIrs,spotify:track:67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,213733.0,4.0
Yenggedi,Mugen Rao,0EgF9Aer0o9Vyp7t9uIFhX,0.67,0.466,4.0,-6.868,0.0,0.0363,0.53,0.0,0.0799,0.392,128.023,audio_features,0EgF9Aer0o9Vyp7t9uIFhX,spotify:track:0EgF9Aer0o9Vyp7t9uIFhX,https://api.spotify.com/v1/tracks/0EgF9Aer0o9Vyp7t9uIFhX,https://api.spotify.com/v1/audio-analysis/0EgF9Aer0o9Vyp7t9uIFhX,219373.0,4.0
Remember The Nights,The Motels,1BZMMt9H0TheQGWQy44KmO,0.649,0.313,8.0,-16.631,1.0,0.0339,0.0503,0.0017,0.0864,0.708,115.493,audio_features,1BZMMt9H0TheQGWQy44KmO,spotify:track:1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/tracks/1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/audio-analysis/1BZMMt9H0TheQGWQy44KmO,196200.0,4.0
That Bitch Ain't Me,Karen Wolfe,4ZFePCAt23ynDSPalJjUNo,0.724,0.234,9.0,-13.595,1.0,0.0586,0.62,0.0,0.0992,0.686,147.994,audio_features,4ZFePCAt23ynDSPalJjUNo,spotify:track:4ZFePCAt23ynDSPalJjUNo,https://api.spotify.com/v1/tracks/4ZFePCAt23ynDSPalJjUNo,https://api.spotify.com/v1/audio-analysis/4ZFePCAt23ynDSPalJjUNo,254041.0,3.0
